no,word,meaning,example_sentence,source,known,note,created_at,updated_at
963,procession,(儀式などの)行列、行進,The report mentioned a important procession in detail.,英検準1級 でる順パス単 CSV,0,,,
964,unrest,(社会的な)混乱、不安、(心の)動揺,The situation became more unrest than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
965,equator,赤道,The report mentioned an important equator in detail.,英検準1級 でる順パス単 CSV,0,,,
966,exhausted,疲れ果てた,The situation became more exhausted than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
967,problematic,問題のある、疑わしい,The report mentioned a important problematic in detail.,英検準1級 でる順パス単 CSV,0,,,
968,desirable,望ましい,The situation became more desirable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
969,geological,地質(学)上の,The situation became more geological than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
970,rash,早まった、軽率な,The situation became more rash than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
971,solitary,ひとりの、孤独の,The situation became more solitary than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
972,uneven,でこぼこな、平でない,The situation became more uneven than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
973,antique,骨董の，アンティークの；古風な,The situation became more antique than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
974,dense,密集した，密度の高い；（霧などが）濃い,The situation became more dense than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
975,economical,経済的な、安上がりな,The situation became more economical than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
976,fictional,架空の、フィクションの,The situation became more fictional than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
977,gradual,徐々の，緩やかな,The situation became more gradual than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
978,intimate,親密な；密接な,The situation became more intimate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
979,lengthy,長い、長時間の,The article explained the meaning of lengthy clearly.,英検準1級 でる順パス単 CSV,0,,,
980,ultimate,最終の、究極の,The situation became more ultimate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
981,victorious,勝利を得た、勝ち誇った,The situation became more victorious than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
982,witty,機知に富んだ,The article explained the meaning of witty clearly.,英検準1級 でる順パス単 CSV,0,,,
983,blurry,ぼやけた、不鮮明な,The situation became more blurry than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
984,exceptional,例外的に優れた、まれな,The situation became more exceptional than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
985,finite,有限の、限られた,The article explained the meaning of finite clearly.,英検準1級 でる順パス単 CSV,0,,,
986,on-the-job,実地の、職場での,The article explained the meaning of on-the-job clearly.,英検準1級 でる順パス単 CSV,0,,,
987,vacant,空いている,The situation became more vacant than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
988,cheery,陽気な、元気な,The situation became more cheery than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
989,cowardly,卑怯な、臆病な,She responded cowardly during the meeting.,英検準1級 でる順パス単 CSV,0,,,
990,immeasurable,計り知れない、果てしない、広大な,The situation became more immeasurable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
991,impaired,～に障害のある、弱った、損なわれた,The report mentioned an important impaired in detail.,英検準1級 でる順パス単 CSV,0,,,
992,impassable,(川・道などが)通行できない、(困難・障害などが)克服できない,The situation became more impassable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
993,inactive,不活発な、停止中の,The situation became more inactive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
994,inconvenient,不便な、不都合な,The situation became more inconvenient than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
995,superstitious,迷信深い、迷信の,The situation became more superstitious than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
996,unpleasant,不愉快な、いやな,The situation became more unpleasant than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
997,wicked,悪意のある、意地の悪い,The situation became more wicked than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
998,ecological,環境の、生態(学)の,The situation became more ecological than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
999,imaginary,想像上の、架空の,The situation became more imaginary than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1000,ripe,熟した；成熟した,The article explained the meaning of ripe clearly.,英検準1級 でる順パス単 CSV,0,,,
1001,disguise,を（～に）変装させる（as）；を偽る,The new policy may disguise the whole community.,英検準1級 でる順パス単 CSV,0,,,
1002,curb,を抑制する、を制御する,The new policy may curb the whole community.,英検準1級 でる順パス単 CSV,0,,,
1003,restrain,を制止する；を規制する,The new policy may restrain the whole community.,英検準1級 でる順パス単 CSV,0,,,
1004,stumble,よろけながら歩く；（～に）つまずく（on/over）,The situation became more stumble than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1005,diminish,を減らす；減少する（≒decrease）,The situation became more diminish than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1006,rotate,回転する；循環する；を回転させる,The situation became more rotate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1007,compress,を要約する、を短縮する、を圧縮して詰め込む,The new policy may compress the whole community.,英検準1級 でる順パス単 CSV,0,,,
1008,decode,(暗号・符号)を解読する,The new policy may decode the whole community.,英検準1級 でる順パス単 CSV,0,,,
1009,offset,を相殺する，埋め合わせる；をオフセット印刷にする,The new policy may offset the whole community.,英検準1級 でる順パス単 CSV,0,,,
1010,bid,（～に）の値をつける（for/on）；（挨拶）を述べる,The article explained the meaning of bid clearly.,英検準1級 でる順パス単 CSV,0,,,
1011,burst,破裂する；（～を）突然始める（into）,The new policy may burst the whole community.,英検準1級 でる順パス単 CSV,0,,,
1012,overtake,を追い抜く；に追いつく（≒catch up with）；（災難・強い感情などが）を襲う,The new policy may overtake the whole community.,英検準1級 でる順パス単 CSV,0,,,
1013,retain,を保持する,The new policy may retain the whole community.,英検準1級 でる順パス単 CSV,0,,,
1014,litter,(場所)を散らかす,The report mentioned a important litter in detail.,英検準1級 でる順パス単 CSV,0,,,
1015,prohibit,を禁止する,The new policy may prohibit the whole community.,英検準1級 でる順パス単 CSV,0,,,
1016,discipline,を罰する、を訓練する,The new policy may discipline the whole community.,英検準1級 でる順パス単 CSV,0,,,
1017,yield,を産出する、屈する、(権利など)を譲る,The situation became more yield than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1018,sweep,（を）掃く；を一掃する；さっと通過する,The new policy may sweep the whole community.,英検準1級 でる順パス単 CSV,0,,,
1019,dictate,を指図する；を書き取らせる；を規定する,The situation became more dictate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1020,inject,（人）に注射する，を注入する；を導入する,The new policy may inject the whole community.,英検準1級 でる順パス単 CSV,0,,,
1021,urge,に熱心に勧める,The new policy may urge the whole community.,英検準1級 でる順パス単 CSV,0,,,
1022,mimic,をまねる,The situation became more mimic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1023,roam,（を）歩き回る；放浪する,The new policy may roam the whole community.,英検準1級 でる順パス単 CSV,0,,,
1024,assess,を査定する、を評価する,The new policy may assess the whole community.,英検準1級 でる順パス単 CSV,0,,,
1025,boast,を誇る；（を）自慢する,The new policy may boast the whole community.,英検準1級 でる順パス単 CSV,0,,,
1026,drag,を引きずる；ぐずぐずする,The new policy may drag the whole community.,英検準1級 でる順パス単 CSV,0,,,
1027,repay,を返済する,The new policy may repay the whole community.,英検準1級 でる順パス単 CSV,0,,,
1028,overthrow,(政府・体制など)を打倒する,The situation became more overthrow than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1029,fulfill,(約束・任務など)を果たす、(条件・要求など)を満たす,The situation became more fulfill than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1030,doom,〔通例受身形で〕運命にある,The article explained the meaning of doom clearly.,英検準1級 でる順パス単 CSV,0,,,
1031,affiliate,を提携させる、を合併する,The situation became more affiliate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1032,assault,に暴行する；を攻撃する,The new policy may assault the whole community.,英検準1級 でる順パス単 CSV,0,,,
1033,testimony,証言、証拠,The article explained the meaning of testimony clearly.,英検準1級 でる順パス単 CSV,0,,,
1034,errand,（人の）使い，使い走り；用件,The article explained the meaning of errand clearly.,英検準1級 でる順パス単 CSV,0,,,
1035,friction,不和；摩擦,The report mentioned a important friction in detail.,英検準1級 でる順パス単 CSV,0,,,
1036,coalition,連立、合同,The report mentioned a important coalition in detail.,英検準1級 でる順パス単 CSV,0,,,
1037,influx,(人・物の)殺到、(水・空気の)流入,The article explained the meaning of influx clearly.,英検準1級 でる順パス単 CSV,0,,,
1038,curse,悪態，ののしりの言葉；呪い；〔通例a ～〕災い,The article explained the meaning of curse clearly.,英検準1級 でる順パス単 CSV,0,,,
1039,app,アプリ,The article explained the meaning of app clearly.,英検準1級 でる順パス単 CSV,0,,,
1040,visibility,視界、視野、目に見えること,The report mentioned a important visibility in detail.,英検準1級 でる順パス単 CSV,0,,,
1041,fabric,織物，布（地）；構造,The situation became more fabric than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1042,collision,衝突；対立,The report mentioned a important collision in detail.,英検準1級 でる順パス単 CSV,0,,,
1043,dioxide,二酸化物,The article explained the meaning of dioxide clearly.,英検準1級 でる順パス単 CSV,0,,,
1044,orbit,軌道,The article explained the meaning of orbit clearly.,英検準1級 でる順パス単 CSV,0,,,
1045,trial,裁判、試験、試み,The situation became more trial than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1046,literacy,(特定分野の)知識、技能、読み書きの能力,The report mentioned a important literacy in detail.,英検準1級 でる順パス単 CSV,0,,,
1047,scheme,計画（≒plan）；体系；陰謀,The article explained the meaning of scheme clearly.,英検準1級 でる順パス単 CSV,0,,,
1048,completion,完了、完成,The report mentioned a important completion in detail.,英検準1級 でる順パス単 CSV,0,,,
1049,expertise,専門的知識[技術、意見],The article explained the meaning of expertise clearly.,英検準1級 でる順パス単 CSV,0,,,
1050,diploma,卒業[修了]証書、(学位・資格の)証明書,The article explained the meaning of diploma clearly.,英検準1級 でる順パス単 CSV,0,,,
1051,livelihood,生計、生活手段,The report mentioned a important livelihood in detail.,英検準1級 でる順パス単 CSV,0,,,
1052,motive,動機,The situation became more motive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1053,recession,不況；後退,The report mentioned a important recession in detail.,英検準1級 でる順パス単 CSV,0,,,
1054,surrounding,周囲の状況、環境,The situation became more surrounding than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1055,fortune,財産、幸運、運命,The article explained the meaning of fortune clearly.,英検準1級 でる順パス単 CSV,0,,,
1056,token,(気持ちなどの)しるし、記念品,The situation became more token than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1057,trace,跡、形跡,The article explained the meaning of trace clearly.,英検準1級 でる順パス単 CSV,0,,,
1058,venture,危険を冒して進む；を思い切ってする,The report mentioned a important venture in detail.,英検準1級 でる順パス単 CSV,0,,,
1059,physician,内科医、医師,The article explained the meaning of physician clearly.,英検準1級 でる順パス単 CSV,0,,,
1060,perspective,観点,The situation became more perspective than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1061,physics,物理学,The article explained the meaning of physics clearly.,英検準1級 でる順パス単 CSV,0,,,
1062,legislation,法律；立法,The report mentioned a important legislation in detail.,英検準1級 でる順パス単 CSV,0,,,
1063,barn,家畜小屋、(農家の)納屋,The article explained the meaning of barn clearly.,英検準1級 でる順パス単 CSV,0,,,
1064,daring,大胆な、勇敢な,The situation became more daring than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1065,transparent,透明な；明快な,The situation became more transparent than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1066,tragic,悲惨な、悲劇的な,The situation became more tragic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1067,sinister,邪悪な、不吉な,The report mentioned a important sinister in detail.,英検準1級 でる順パス単 CSV,0,,,
1068,striking,著しい、目立つ,The situation became more striking than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1069,plural,複数の、2つ[2人]以上の、複数形の,The situation became more plural than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1070,vital,必要不可欠な,The situation became more vital than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1071,sensitive,敏感な、傷つきやすい,The situation became more sensitive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1072,remarkable,注目に値する、著しい,The situation became more remarkable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1073,minimal,最小(限度)の,The situation became more minimal than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1074,bankrupt,破産宣告を受けた；破綻している,The article explained the meaning of bankrupt clearly.,英検準1級 でる順パス単 CSV,0,,,
1075,authentic,本物の；信頼できる,The situation became more authentic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1076,moderate,適度な；穏健な,The situation became more moderate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1077,alien,異質の、外国の,The article explained the meaning of alien clearly.,英検準1級 でる順パス単 CSV,0,,,
1078,prompt,迅速な,The situation became more prompt than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1079,random,無作為の、任意の,The article explained the meaning of random clearly.,英検準1級 でる順パス単 CSV,0,,,
1080,decisive,決定的な、断固たる,The situation became more decisive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1081,inevitable,避けられない、必然的な,The situation became more inevitable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1082,acid,酸性の；酸っぱい；辛辣な,The situation became more acid than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1083,climatic,気候(上)の、風土の,The situation became more climatic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1084,incredible,信じられない、驚くほどの,The situation became more incredible than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1085,precise,正確な、厳格な,The situation became more precise than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1086,invaluable,極めて貴重な[高価]な,The situation became more invaluable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1087,stern,厳しい；いかめしい,The article explained the meaning of stern clearly.,英検準1級 でる順パス単 CSV,0,,,
1088,indifferent,無関心な（≒uninterested）,The situation became more indifferent than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1089,charitable,慈善の、慈悲深い,The situation became more charitable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1090,massive,大量の、大規模な、巨大な,The situation became more massive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1091,comparable,匹敵する、同様の,The situation became more comparable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1092,irrational,不合理な,The situation became more irrational than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1093,cynical,冷笑的な，皮肉な,The situation became more cynical than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1094,overly,あまりに、過度に,She responded overly during the meeting.,英検準1級 でる順パス単 CSV,0,,,
1095,literally,文字どおり、まさしく,She responded literally during the meeting.,英検準1級 でる順パス単 CSV,0,,,
1096,voluntarily,自発的に,She responded voluntarily during the meeting.,英検準1級 でる順パス単 CSV,0,,,
1097,technically,厳密に(言えば)、専門[技術]的に,She responded technically during the meeting.,英検準1級 でる順パス単 CSV,0,,,
1098,wholly,完全に、全く,She responded wholly during the meeting.,英検準1級 でる順パス単 CSV,0,,,
1099,approximately,おおよそ、ほぼ,She responded approximately during the meeting.,英検準1級 でる順パス単 CSV,0,,,
1100,uniquely,比類なく、独特に,She responded uniquely during the meeting.,英検準1級 でる順パス単 CSV,0,,,
1101,bewilder,（通例受身形で）当惑する,The report mentioned a important bewilder in detail.,英検準1級 でる順パス単 CSV,0,,,
1102,clutch,をぐっとつかむ,The new policy may clutch the whole community.,英検準1級 でる順パス単 CSV,0,,,
1103,discard,を捨てる,The new policy may discard the whole community.,英検準1級 でる順パス単 CSV,0,,,
1104,enlist,入隊する、参加する、(支持・協力)を得る,The report mentioned an important enlist in detail.,英検準1級 でる順パス単 CSV,0,,,
1105,heed,(助言・警告など)に注意する,The situation became more heed than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1106,liberate,を解放する,The situation became more liberate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1107,overlap,（一部）重なる；（と）重複［共通］する,The situation became more overlap than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1108,reconstruct,を再建する、を改変する,The new policy may reconstruct the whole community.,英検準1級 でる順パス単 CSV,0,,,
1109,shriek,悲鳴をあげる、甲高い声[音]を出す,The article explained the meaning of shriek clearly.,英検準1級 でる順パス単 CSV,0,,,
1110,sprain,(足首・手首など)をくじく、を捻挫する,The situation became more sprain than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1111,resent,に憤慨する,The situation became more resent than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1112,thrive,繁栄する，うまくいく；繁茂する,The situation became more thrive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1113,embrace,を抱擁する、を(喜んで)受け入れる,The new policy may embrace the whole community.,英検準1級 でる順パス単 CSV,0,,,
1114,excel,（～で）秀でている（in/at）；に勝る,The article explained the meaning of excel clearly.,英検準1級 でる順パス単 CSV,0,,,
1115,enroll,登録する，入会する；を登録させる,The new policy may enroll the whole community.,英検準1級 でる順パス単 CSV,0,,,
1116,retrieve,（情報）を検索する；を取り戻す；を回復する,The new policy may retrieve the whole community.,英検準1級 でる順パス単 CSV,0,,,
1117,degrade,の面目を失わせる、の質[価値]を低下させる,The article explained the meaning of degrade clearly.,英検準1級 でる順パス単 CSV,0,,,
1118,reconcile,を（～と）一致させる（with）；を和解させる,The new policy may reconcile the whole community.,英検準1級 でる順パス単 CSV,0,,,
1119,contaminate,を汚染する；を堕落させる,The situation became more contaminate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1120,disrupt,を混乱させる；を分裂させる,The new policy may disrupt the whole community.,英検準1級 でる順パス単 CSV,0,,,
1121,divert,（注意など）をそらす；を迂回させる；（資金など）を転用する,The situation became more divert than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1122,grumble,不平を述べる,The article explained the meaning of grumble clearly.,英検準1級 でる順パス単 CSV,0,,,
1123,provoke,（感情・行動など）を引き起こす；を挑発する,The situation became more provoke than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1124,outweigh,より価値がある、より重い,The article explained the meaning of outweigh clearly.,英検準1級 でる順パス単 CSV,0,,,
1125,crave,(を)切望する,The new policy may crave the whole community.,英検準1級 でる順パス単 CSV,0,,,
1126,sustain,を持続させる、を支える,The new policy may sustain the whole community.,英検準1級 でる順パス単 CSV,0,,,
1127,disclose,を公表する，暴く,The new policy may disclose the whole community.,英検準1級 でる順パス単 CSV,0,,,
1128,tempt,を（...する）気にさせる（to do）；を引きつける,The new policy may tempt the whole community.,英検準1級 でる順パス単 CSV,0,,,
1129,resign,（を）辞任する；を放棄する,The new policy may resign the whole community.,英検準1級 でる順パス単 CSV,0,,,
1130,dismiss,を解雇する、(意見など)を退ける,The situation became more dismiss than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1131,surpass,を上回る,The new policy may surpass the whole community.,英検準1級 でる順パス単 CSV,0,,,
1132,bounce,跳ねる；反射する；を弾ませる；（Ｅメールが）（宛先不明で）返送される,The new policy may bounce the whole community.,英検準1級 でる順パス単 CSV,0,,,
1133,bureau,（官庁の）局；事務局；案内所,The article explained the meaning of bureau clearly.,英検準1級 でる順パス単 CSV,0,,,
1134,dependency,依存、従属,The report mentioned a important dependency in detail.,英検準1級 でる順パス単 CSV,0,,,
1135,discomfort,不快、不便,The article explained the meaning of discomfort clearly.,英検準1級 でる順パス単 CSV,0,,,
1136,drawback,欠点、不利な点,The situation became more drawback than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1137,feast,祝宴；大ごちそう；楽しみ,The article explained the meaning of feast clearly.,英検準1級 でる順パス単 CSV,0,,,
1138,hydrogen,水素,The article explained the meaning of hydrogen clearly.,英検準1級 でる順パス単 CSV,0,,,
1139,modernization,近代化、現代化、最新式化,The report mentioned a important modernization in detail.,英検準1級 でる順パス単 CSV,0,,,
1140,objective,目的、目標,The situation became more objective than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1141,poll,世論調査、投票(数)、投票所,The article explained the meaning of poll clearly.,英検準1級 でる順パス単 CSV,0,,,
1142,ration,(食料・物資などの)割当(量),The report mentioned a important ration in detail.,英検準1級 でる順パス単 CSV,0,,,
1143,revenue,歳入（⇔expenditure 歳出）；収益,The article explained the meaning of revenue clearly.,英検準1級 でる順パス単 CSV,0,,,
1144,scholarship,奨学金、学識,The report mentioned a important scholarship in detail.,英検準1級 でる順パス単 CSV,0,,,
1145,upbringing,(子供の)養育、しつけ,The situation became more upbringing than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1146,compliment,賛辞,The report mentioned a important compliment in detail.,英検準1級 でる順パス単 CSV,0,,,
1147,excerpt,抜粋、引用,The article explained the meaning of excerpt clearly.,英検準1級 でる順パス単 CSV,0,,,
1148,faith,信仰(心)、信用,The article explained the meaning of faith clearly.,英検準1級 でる順パス単 CSV,0,,,
1149,segment,部分、区分,The report mentioned a important segment in detail.,英検準1級 でる順パス単 CSV,0,,,
1150,downturn,(景気などの)下降(状態),The situation became more downturn than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1151,temper,気質，気性；機嫌；かんしゃく,The report mentioned a important temper in detail.,英検準1級 でる順パス単 CSV,0,,,
1152,fragment,断片,The report mentioned a important fragment in detail.,英検準1級 でる順パス単 CSV,0,,,
1153,intersection,(進路の)交差点,The report mentioned an important intersection in detail.,英検準1級 でる順パス単 CSV,0,,,
1154,anarchy,無秩序、無政府状態,The article explained the meaning of anarchy clearly.,英検準1級 でる順パス単 CSV,0,,,
1155,breakup,(人間関係の)解消、別れ,The article explained the meaning of breakup clearly.,英検準1級 でる順パス単 CSV,0,,,
1156,privilege,特権,The article explained the meaning of privilege clearly.,英検準1級 でる順パス単 CSV,0,,,
1157,exemption,(義務・責任などの)免除,The report mentioned an important exemption in detail.,英検準1級 でる順パス単 CSV,0,,,
1158,monarch,君主,The article explained the meaning of monarch clearly.,英検準1級 でる順パス単 CSV,0,,,
1159,narrative,話、物語,The situation became more narrative than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1160,sensation,漠然とした感じ、感覚、大騒ぎ,The report mentioned a important sensation in detail.,英検準1級 でる順パス単 CSV,0,,,
1161,apprentice,見習い(工)、初心者,The article explained the meaning of apprentice clearly.,英検準1級 でる順パス単 CSV,0,,,
1162,chore,雑用、家事、いやな仕事,The situation became more chore than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1163,dehydration,脱水(症状),The report mentioned a important dehydration in detail.,英検準1級 でる順パス単 CSV,0,,,
1164,questionable,疑わしい,The situation became more questionable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1165,outdated,時代[流行]遅れの、旧式の,The situation became more outdated than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1166,forthcoming,来るべき,The situation became more forthcoming than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1167,gross,総計の；甚だしい；粗野な,The situation became more gross than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1168,overdue,支払期限を過ぎた、(予定の日時より)遅れた,The article explained the meaning of overdue clearly.,英検準1級 でる順パス単 CSV,0,,,
1169,contemporary,現代の、現代的な、同時代の,The situation became more contemporary than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1170,drastic,徹底的な，抜本的な；極端な,The situation became more drastic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1171,conditional,～しだいの、条件付きの,The report mentioned a important conditional in detail.,英検準1級 でる順パス単 CSV,0,,,
1172,subjective,主観的な,The situation became more subjective than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1173,exotic,外来の；異国風の,The situation became more exotic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1174,intensive,集中的な、徹底的な,The situation became more intensive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1175,obscure,（世に）知られていない；不明瞭な,The report mentioned an important obscure in detail.,英検準1級 でる順パス単 CSV,0,,,
1176,tedious,退屈な,The situation became more tedious than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1177,exclusive,高級な、排他的な,The situation became more exclusive than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1178,decent,まずまずの；きちんとした；上品な,The situation became more decent than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1179,considerate,思いやりのある,The situation became more considerate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1180,durable,長持ちする、丈夫な,The situation became more durable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1181,perpetual,永続的な；ひっきりなしの,The situation became more perpetual than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1182,proficient,堪能な、熟達した,The situation became more proficient than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1183,acoustic,音響の；聴覚の；（楽器が）アコースティックの,The situation became more acoustic than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1184,biographical,伝記の,The situation became more biographical than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1185,botanical,植物の、植物学(上)の,The situation became more botanical than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1186,brutal,残酷な、無情な,The situation became more brutal than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1187,commendable,賞賛されるべき、立派な,The situation became more commendable than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1188,desperate,絶望的な、強く望んで、必死の,The situation became more desperate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1189,extravagant,浪費する、(要求などが)過度な,The situation became more extravagant than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1190,filthy,汚い、不潔な,The situation became more filthy than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1191,serene,穏やかな、平静な,The situation became more serene than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1192,valid,法律的に有効な、理にかなった,The situation became more valid than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1193,inherent,生来の，本来的に備わっている,The situation became more inherent than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1194,merely,単なる、ただの、単に,She responded merely during the meeting.,英検準1級 でる順パス単 CSV,0,,,
1195,somehow,何とかして、とにかく,The article explained the meaning of somehow clearly.,英検準1級 でる順パス単 CSV,0,,,
1196,subsequently,その後、続いて,She responded subsequently during the meeting.,英検準1級 でる順パス単 CSV,0,,,
1197,deliberately,故意に、慎重に,She responded deliberately during the meeting.,英検準1級 でる順パス単 CSV,0,,,
1198,gently,優しく、静かに,She responded gently during the meeting.,英検準1級 でる順パス単 CSV,0,,,
1199,via,～の手段によって、～経由で,The report mentioned a important via in detail.,英検準1級 でる順パス単 CSV,0,,,
1200,alongside,～と一緒に、～と並んで,The report mentioned an important alongside in detail.,英検準1級 でる順パス単 CSV,0,,,
1201,portray,を描く；（の役）を演じる,The new policy may portray the whole community.,英検準1級 でる順パス単 CSV,0,,,
1202,dispatch,を派遣する；を発送する；を処理する,The new policy may dispatch the whole community.,英検準1級 でる順パス単 CSV,0,,,
1203,quote,が～と述べたと伝える、を引用する,The article explained the meaning of quote clearly.,英検準1級 でる順パス単 CSV,0,,,
1204,amend,を改正する、を修正する,The new policy may amend the whole community.,英検準1級 でる順パス単 CSV,0,,,
1205,betray,をうっかり表す；を裏切る,The new policy may betray the whole community.,英検準1級 でる順パス単 CSV,0,,,
1206,wither,(植物などが)しおれる,The report mentioned a important wither in detail.,英検準1級 でる順パス単 CSV,0,,,
1207,omit,を省略する,The new policy may omit the whole community.,英検準1級 でる順パス単 CSV,0,,,
1208,fabricate,をでっち上げる、を組み立てる,The situation became more fabricate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
1209,violate,（法律・規則など）に違反する；を侵害する,The situation became more violate than anyone expected.,英検準1級 でる順パス単 CSV,0,,,
